ID,Year,Host,strain name
EPI2150624,2022,mammal,A/porpoise /Sweden/SVA220712SZ0367/FB002184/O-2022
EPI2950980,2023,Galliformes,A/chicken/South Africa/OV2379/2023
EPI2074532,2022,Aves,A/turkey/Minnesota/22-010123-004/2022
EPI3323544,2022,Charadriiformes,A/glaucous gull/Alaska/22-021855-001/2022
EPI2699147,2023,Aves,A/wild_bird/Gambia/23_198_TJ006_23VIR5825-6/2023
EPI3311578,2022,Aves,A/Canada_Goose/MB/FAV-1266-2/2022
EPI2579791,2023,Falconiformes,A/peregrine_falcon/Czech_Republic/7735-2_chymus/2023
EPI3303965,2022,Aves,A/American_Crow/MB/FAV-0364-1/2022
EPI2755659,2023,mammals,A/mink/Finland/735/2023
EPI2009500,2021,Anseriformes,A/Cygnus columbianus/Hubei/123/2021
EPI2181795,2022,Galliformes,A/chicken/Hokkaido/I-1/2022
EPI3303961,2022,Aves,A/Great_Horned_Owl/ON/FAV-0378-4/2022
EPI3311570,2022,Aves,A/Canada_Goose/MB/FAV-1266-1/2022
EPI2700546,2023,Aves,A/large-billed crow/Saitama/1101020/2023
EPI3309264,2022,Aves,A/Western_Grebe/AB/FAV-0833-65/2022
EPI3508943,2024,Artiodactyla,A/dairy cow/Colorado/24_022177-001/2024
EPI2751292,2022,Galliformes,A/chicken/Hiroshima/22D10T/2022
EPI2074524,2022,Aves,A/turkey/Minnesota/22-010123-001/2022
EPI3315927,2023,Aves,A/Chicken/NB/FAV-0013/2023
EPI2699139,2023,Aves,A/wild_bird/Gambia/23_198_TJ005_23VIR5825-5/2023
EPI2456193,2022,Aves,A/peacock/Switzerland-Zurich/221192/2022
EPI2220035,2022,Environment,A/wild duck/South Africa/UP196/2022
EPI3311562,2022,Aves,A/Mallard/MB/FAV-0966-13/2022
EPI2181780,2022,Aves,A/Mute Swan/Netherlands/1/2022
EPI2247956,2022,Anseriformes,A/duck/Cyprus/750-2_22VIR12133-10/2022
EPI2700531,2023,Aves,A/black-throated crane/Tokyo/1302005b/2023
EPI3315919,2023,Aves,A/American_Crow/PE/FAV-0035-4/2023
EPI2579775,2023,Falconiformes,A/peregrine_falcon/Czech_Republic/7735-1/2023
EPI2028694,2022,Aves,A/pelican/Greece/64_SP_22VIR3126-7/2022
EPI3298188,2022,Aves,A/Bufflehead/NB/FAV-0130-1/2022
EPI3315911,2023,Aves,A/American_Crow/PE/FAV-0035-3/2023
EPI3303948,2022,Aves,A/Turkey_Vulture/QC/FAV-0377-1/2022
EPI3303946,2022,Aves,A/Great_Horned_Owl/AB/FAV-0505-48/2022
EPI2220027,2022,Aves,A/European white stork/South Africa/BA107/2022
EPI3261707,2024,Artiodactyla,A/dairy cow/Texas/24_009110-003/2024
EPI3298180,2022,Aves,A/Blue_Jay/NS/FAV-0095-1/2022
EPI2755636,2023,mammals,A/arctic-fox/Finland/676/2023
EPI2181772,2022,Aves,A/Black-headed gull/Netherlands/10/2022
EPI2428994,2022,Aves,A/great_horned_owl/BC/AIVPHL-269/2022
EPI2751276,2022,Galliformes,A/chicken/Hiroshima/22C4T/2022
EPI2243587,2022,Aves,A/turkey/Minnesota/22-011787-002/2022
EPI3093199,2023,Anseriformes,A/cygnus-cygnus/Romania/17022_24VIR1002-5/2023
EPI3323512,2022,Charadriiformes,A/Sabine's gull/Alaska/22-017953-006/2022
EPI2028685,2022,Aves,A/pelican/Greece/64_KI_22VIR3126-6/2022
EPI3093191,2023,Anseriformes,A/cygnus-olor/Romania/17019_24VIR1002-4/2023
EPI2579761,2022,Aves,A/pelican/Montenegro/833/2022
EPI3303936,2022,Aves,A/Turkey_Vulture/QC/FAV-0308-1/2022
EPI2428987,2022,Aves,A/great_horned_owl/BC/AIVPHL-277/2022
EPI3054403,2024,Anseriformes,A/Greylag Goose/Netherlands/24002303-002/2024
EPI2755621,2023,mammals,A/arctic-fox/Finland/856/2023
EPI3508911,2024,Carnivora,A/cat/Colorado/24-021510-001/2024
EPI2751268,2022,Galliformes,A/chicken/Hiroshima/22B4T/2022
EPI2243579,2022,Aves,A/turkey/Minnesota/22-011787-001/2022
EPI3631399,2024,Aves,A/Cackling_Goose/BC/AIVPHL-2520/2024
EPI2243571,2022,Aves,A/chicken/North Dakota/22-011778-001/2022
EPI3093183,2023,Galliformes,A/hens/Romania/16994_24VIR1002-3/2023
EPI3631391,2024,Aves,A/Cackling_Goose/BC/AIVPHL-2521/2024
EPI2220008,2022,Galliformes,A/chicken/South Africa/QF22304/2022
EPI2428979,2022,Aves,A/bald_eagle/BC/AIVPHL-273/2022
EPI3311532,2022,Aves,A/Canada_Goose/MB/FAV-0966-12/2022
EPI2755615,2023,mammals,A/arctic-fox/Finland/783/2023
EPI2181752,2022,mammal,A/bottlenose dolphin/Florida/UFTt2203/2022
EPI2220000,2022,Galliformes,A/chicken/South Africa/22010387/2022
EPI3309224,2022,Aves,A/Mixed/AB/FAV-0728-1/2022
EPI2428971,2022,Aves,A/canada_goose/BC/AIVPHL-267/2022
EPI2950932,2023,Galliformes,A/chicken/South Africa/NFQ2312 1.4/2023
EPI3050034,2024,Anseriformes,A/duck/Austria/24014885-009/2024
EPI2028669,2022,Aves,A/pelican/Greece/41_AL1_22VIR3126-2/2022
EPI3555295,2023,Galliformes,A/chicken/Maule/247588-1/2023
EPI3093175,2023,Anseriformes,A/cygnus-cygnus/Romania/16986_24VIR1002-2/2023
EPI3631383,2024,Aves,A/Canada_Goose/BC/AIVPHL-2531/2024
EPI2028661,2022,Aves,A/pelican/Greece/72_CL_22VIR3126-11/2022
EPI2868174,2023,Galliformes,A/chicken/OHiggins/242581-2/2023
EPI3311524,2022,Aves,A/Turkey_Vulture/ON/FAV-0978-2/2022
EPI2181747,2022,Accipitriformes,A/bald eagle/North Carolina/W22-229/2022
EPI2755607,2023,mammals,A/arctic-fox/Finland/736/2023
EPI2428966,2022,Aves,A/peregrine_falcon/BC/AIVPHL-261/2022
EPI3309216,2022,Aves,A/Eared_Grebe/AB/FAV-0833-59/2022
EPI3609495,2023,Aves,A/large-billed crow/Hokkaido/0112F064/2023
EPI2751244,2023,Galliformes,A/chicken/Gunma/22C9T/2023
EPI3555288,2023,mammal,A/sea lion/Tarapaca/245719-10/2023
EPI3093167,2023,Anseriformes,A/cygnus-olor/Romania/16868_24VIR1002-1/2023
EPI3631375,2024,Aves,A/Canada_Goose/BC/AIVPHL-2530/2024
EPI3303904,2022,Aves,A/Ring-Billed_Gull/SK/FAV-0575-56/2022
EPI2428959,2022,Aves,A/canada_goose/BC/AIVPHL-265/2022
EPI443071,2013,Galliformes,A/chicken/Egypt/VRLCU17/2013
EPI3298140,2022,Aves,A/Common_Merganser/NS/FAV-0102-4/2022
EPI3309208,2022,Aves,A/Common_Eider/QC/FAV-0838-8/2022
EPI3311511,2022,Aves,A/Swainsons_Hawk/SK/FAV-1470-10/2022
EPI2428952,2022,Aves,A/american_crow/BC/AIVPHL-264/2022
EPI3567247,2024,Aves,A/mallard/New Hampshire/24-004334-016-original/2024
EPI3309200,2022,Aves,A/Mixed/MB/FAV-0716-5/2022
EPI2856190,2023,Aves,A/American_Wigeon/BC/AIVPHL-1379/2023
EPI2416987,2022,Charadriiformes,A/Gull/Chile/227023-3/2022
EPI3609480,2023,Aves,A/large-billed_crow/Hokkaido/0112F063/2023
EPI2416982,2022,Charadriiformes,A/Gull/Chile/227023-2/2022
EPI3093159,2024,Anseriformes,A/teal/Italy/24VIR1221-66/2024
EPI3631367,2024,Aves,A/Canada_Goose/BC/AIVPHL-2528/2024
EPI3408859,2024,Galliformes,A/turkey/Minnesota/24-014975-001/2024
EPI3555275,2023,Aves,A/peruvian booby/Coquimbo/242304/2023
EPI2028645,2022,Aves,A/pelican/Greece/41-TR-313_22VIR3126-1/2022
EPI3093151,2024,Galliformes,A/turkey/Italy/24VIR1352-4/2024
EPI3408851,2024,Artiodactyla,A/dairy cow/Wyoming/24_016134-238/2024
EPI2181723,2022,Charadriiformes,A/gull/Florida/W22-162/2022
EPI2428944,2022,Aves,A/bald_eagle/BC/AIVPHL-263/2022
EPI2856186,2022,Aves,A/Snow_Goose/BC/AIVPHL-780/2022
EPI2751228,2023,Galliformes,A/chicken/Gunma/22B9T/2023
EPI3609472,2023,Accipitriformes,A/white-tailed eagle/Hokkaido/20231212-002/2023
EPI2856180,2023,mammal,A/Striped_Skunk/BC/AIVPHL-975/2023
EPI3631359,2024,Aves,A/Green_Winged_Teal/BC/AIVPHL-2526/2024
EPI2751220,2023,Galliformes,A/chicken/Gunma/22B8T/2023
EPI3093143,2024,Anseriformes,A/mute-swan/Croatia/3_24VIR670-9/2024
EPI3631351,2024,Aves,A/Canada_Goose/BC/AIVPHL-2524/2024
EPI3298124,2022,Aves,A/Herring_Gull/NL/FAV-0093-1/2022
EPI3328399,2023,Aves,A/green-winged teal/Washington/23-032370-004/2023
EPI2428936,2022,Aves,A/great_blue_heron/BC/AIVPHL-252/2022
EPI3609464,2023,Aves,A/large-billed crow/Hokkaido/0112F062/2023
EPI3053987,2024,Anseriformes,A/Muteswan/Sweden/SVA240202SZ0099/FB000320/AB-2024
EPI2856170,2022,Aves,A/Snow_Goose/BC/AIVPHL-779/2022
EPI2416967,2022,Host,A/Pelican/Chile/6958-1/2022
EPI2751212,2023,Galliformes,A/chicken/Gunma/22A8C/2022
EPI3555259,2023,Galliformes,A/chicken/Cochabamba/39538/2023
EPI3555255,2023,Galliformes,A/chicken/Cochabamba/39522/2023
EPI3093135,2024,Anseriformes,A/mute-swan/Croatia/1-1_24VIR670-6/2024
EPI3631343,2024,Aves,A/Red_Tailed_Hawk/BC/AIVPHL-2513/2024
EPI2181707,2022,Accipitriformes,A/bald eagle/North Carolina/W22-186/2022
EPI2782384,2021,Avess,A_herring_gull_Latvia_287263_21VIR8325-5_2021
EPI2428928,2022,Aves,A/canada_goose/BC/AIVPHL-251/2022
EPI2856168,2023,Aves,A/Canada_Goose/BC/AIVPHL-1377/2023
EPI3328383,2023,Aves,A/blue-winged teal/Montana/23-032220-005/2023
EPI3609456,2023,Aves,A/large-billed crow/Hokkaido/0111Q103/2023
EPI2428920,2022,Aves,A/bald_eagle/BC/AIVPHL-248/2022
EPI2709746,2022,Aves,A/American Green-winged Teal/Tennessee/USDA-005910-002/2022
EPI2751204,2023,Galliformes,A/chicken/Gunma/22A4T/2022
EPI3053972,2024,Aves,A/western jackdaw/Sweden/SVA240201SZ0224/FB000300/H-2024
EPI3555249,2023,Galliformes,A/chicken/Cochabamba/39507/2023
EPI2243515,2022,Aves,A/chicken/Michigan/22-011526-003/2022
EPI3093127,2023,Anseriformes,A/mute-swan/Croatia/85-1_24VIR670-4/2023
EPI3555242,2023,Galliformes,A/chicken/Cochabamba/39476/2023
EPI2587302,2023,Aves,A/Black-headed Gull/Netherlands/70/2023
EPI3328375,2023,Aves,A/gadwall/North Dakota/23-031936-004/2023
EPI3609448,2023,Anseriformes,A/tundra swan/Niigata/1511B002/2023
PP577943,2024,Primates,A/Texas/37/2024
EPI2856157,2023,mammal,A/Striped_Skunk/BC/AIVPHL-972/2023
EPI2198596,2022,Galliformes,A/pheasant/England/132162/2022
EPI2428913,2022,Aves,A/canada_goose/BC/AIVPHL-243/2022
EPI2856150,2022,Aves,A/Snow_Goose/BC/AIVPHL-777/2022
EPI3609440,2023,Anseriformes,A/whooper swan/Hokkaido/0111Q101/2023
EPI2416946,2022,Host,A/Pelican/Chile/6955-3/2022
EPI3605087,2023,Aves,A/Muscovy duck/Pennsylvania/23-007957-002-original/2023
EPI3093119,2023,Anseriformes,A/mute-swan/Croatia/84_24VIR670-3/2023
EPI3555237,2023,Galliformes,A/chicken/Cochabamba/39472/2023
EPI3555231,2023,Galliformes,A/chicken/Cochabamba/39425/2023
EPI2944203,2023,Aves,A/Swift tern/South Africa/718335 DOA265/2023
EPI3328367,2023,Aves,A/pintail/Michigan/23-031864-038/2023
EPI2428905,2022,Aves,A/canada_goose/BC/AIVPHL-241/2022
EPI2856146,2023,Aves,A/Cackling_Goose/BC/AIVPHL-1375/2023
EPI2067386,2022,Aves,A/turkey/South Dakota/22-010013-001/2022
EPI3609432,2023,Aves,A/large-billed crow/Hokkaido/0111G055/2023 (H5N1)
EPI2709725,2022,Aves,A/Backyard bird/Kansas/USDA-009024-002/2022
EPI3605079,2023,Aves,A/northern shoveler/Texas/23-007477-003-original/2023
EPI3308784,2022,Aves,A/Ring-Billed_Gull/NB/FAV-0759-1/2022
EPI3316391,2023,Aves,A/Canada_Goose/ON/FAV-0120-2/2023
EPI2475293,2022,Galliformes,A/chicken/England/152082/2022
EPI3115769,2021,Aves,A/goose/Bangladesh/19D1818/2021
EPI3328359,2023,Aves,A/green-winged teal/Michigan/23-031864-029/2023
EPI2609696,2022,Anseriformes,A/common eider/Massachusetts/W22-438C/2022
EPI2856139,2023,mammal,A/Striped_Skunk/BC/AIVPHL-971/2023
EPI3115761,2021,Aves,A/goose/Bangladesh/19D1817/2021
EPI3073523,2024,Aves,A/Common Buzzard/Germany-BW/2024AI01148/2024
EPI2274666,2022,Aves,A/common buzzard/Sweden/SVA221130SZ0475/FB004689/M-2022
EPI3328351,2023,Aves,A/green-winged teal/Oregon/23-031857-025/2023
EPI3609424,2023,Anseriformes,A/wigeon/Toyama/1611E002/2023
EPI2555734,2023,Aves,A/black-headed gull/Luxembourg/23111454/2023
EPI3555217,2023,Galliformes,A/chicken/Cochabamba/39356/2023
EPI2705356,2022,Anseriformes,A/goose/Missouri/USDA-012338-006/2022
EPI2611999,2023,Charadriiformes,A/slender-billed_gull/Italy/23VIR5730-11/2023
EPI2475281,2022,Aves,A/large-billed crow/Hokkaido/B005/2022
OQ954544,2023,Carnivora,A/striped skunk/Kansas/W23-175/2023
EPI3555210,2024,Aves,A/South polar skua/Antarctica/INACH-UC-UCHILE-SKU5L/2024
EPI3328343,2023,Aves,A/American wigeon/Oregon/23-031857-002/2023
EPI3412041,2024,Artiodactyla,A/dairy cow/Colorado/24_017154-006/2024
EPI3609416,2023,Anseriformes,A/whooper_swan/Hokkaido/0111M126/2023
EPI2856125,2022,Aves,A/Snow_Goose/BC/AIVPHL-776/2022
EPI2198564,2022,Charadriiformes,A/herring_gull/England/324803/2022
EPI2537092,2023,Charadriiformes,A/black-headed_gull/Czech_Republic/6066-5/2023
EPI2856122,2023,Aves,A/Red_Tailed_Hawk/BC/AIVPHL-1372/2023
EPI3308768,2022,Aves,A/Ring-Billed_Gull/NB/FAV-0757-1/2022
EPI3316375,2023,Aves,A/Canada_Goose/ON/FAV-0118-5/2023
EPI3605055,2023,Aves,A/chicken/Virginia/23-007337-001-original/2023
EPI3308760,2022,Aves,A/Northern_Gannet/NS/FAV-0816-5/2022
EPI2705343,2022,Anseriformes,A/Wood Duck/Michigan/USDA-009361-015/2022
EPI2475273,2022,Aves,A/large-billed crow/Hokkaido/B004/2022
EPI2611983,2023,Charadriiformes,A/black-headed_gull/Italy/23VIR5685-1/2023
EPI2856119,2023,mammal,A/Striped_Skunk/BC/AIVPHL-970/2023
EPI3609408,2023,Anseriformes,A/wigeon/Hokkaido/0111L026/2023
EPI2198556,2022,Anseriformes,A/greylag_goose/Wales/126264/2022
EPI2274642,2022,Anseriformes,A/Greylag goose/Sweden/SVA221112SZ0323/FB004621/M-2022
EPI3316367,2023,Aves,A/Turkey/ON/FAV-0098-2/2023
EPI3158881,2024,Aves,A/chicken/Texas/24-007264-003/2024
EPI3609400,2023,Falconiformes,A/peregrine falcon/Kochi/3911C002/2023
EPI1963897,2021,Anseriformes,A/Whooper_swan/Scotland/056219/2021
EPI2509899,2023,mammal,A/common_dolphin/England/040499/2023
EPI2611975,2023,Charadriiformes,A/black-headed_gull/Italy/23VIR5684-1/2023
EPI3262157,2023,Anseriformes,A/wood duck/Georgia/W24_017/2023
EPI3412026,2024,Galliformes,A/Turkey/Minnesota/24-017162-002/2024
EPI2198548,2022,Anseriformes,A/greylag_goose/Wales/122829/2022
EPI2856106,2022,Aves,A/Trumpeter_Swan/BC/AIVPHL-775/2022
EPI2067347,2022,Aves,A/turkey/Minnesota/22-010000-001/2022
EPI3316359,2023,Aves,A/Turkey/ON/FAV-0098-1/2023
EPI2856103,2023,mammal,A/Striped_Skunk/BC/AIVPHL-966/2023
EPI2198540,2022,Anseriformes,A/greylag_goose/England/312865/2022
EPI1963889,2021,Anseriformes,A/Canada_goose/England/385250/2021
EPI2475259,2022,Galliformes,A/chicken/Hokkaido/HU-E010/2022
EPI1963881,2021,Anseriformes,A/mute_swan/England/385466/2021
EPI3605031,2023,Aves,A/mallard/Connecticut/23-004773-001-original2/2023
EPI2509883,2023,mammal,A/harbour_porpoise/England/040497/2023
EPI2609653,2022,Aves,A/black vulture/Georgia/W22-406/2022
EPI108471,2006,Galliformes,A/chicken/Guiyang/3199/2006
EPI2537068,2023,Charadriiformes,A/black-headed_gull/Czech_Republic/5695-5/2023
EPI2198532,2022,Anseriformes,A/greylag_goose/England/125886/2022
EPI2812581,2023,Aves,A/common_crane/France/23P010623/2023
EPI2537060,2023,Charadriiformes,A/black-headed_gull/Czech_Republic/5695-4/2023
EPI3308736,2022,Aves,A/Great_Black-Backed_Gull/NB/FAV-0760-1/2022
EPI2067331,2022,Aves,A/turkey/Minnesota/22-009998-001/2022
EPI3316343,2023,Aves,A/Bald_Eagle/NS/FAV-0135-3/2023
EPI1963873,2021,Anseriformes,A/domestic_duck/England/058612/2021
EPI3605023,2023,Aves,A/chicken/New Hampshire/23-002392-001-original2/2023
EPI2509875,2023,Galliformes,A/chicken/England/029912/2023
EPI3304376,2022,Aves,A/American_Crow/SK/FAV-0575-23/2022
EPI3630897,2024,Artiodactyla,A/dairy cow/USA/24_031619-001/2024
EPI2609649,2022,Aves,A/black vulture/Georgia/W22-487/2022
EPI2198524,2022,Anseriformes,A/domestic_goose/England/132400/2022
EPI2537052,2023,Charadriiformes,A/black-headed_gull/Czech_Republic/5695-3/2023
EPI1963865,2021,Galliformes,A/turkey/England/057679/2021
EPI3605015,2022,Aves,A/black vulture/Mississippi/22-040817-011-original2/2022
EPI2509867,2023,Aves,A/pink-footed_goose/Scotland/040819/2023
EPI3222974,2024,Anseriformes,A/wood duck/North Carolina/W24-026/2024
EPI3308720,2022,Aves,A/Double-Crested_Cormorant/SK/FAV-0912-4/2022
EPI2420127,2022,Aves,A/snow goose/South Dakota/22-038501-002/2022
EPI2475231,2023,Aves,A/European herring gull/Netherlands/9/2023
EPI2198516,2022,Anseriformes,A/domestic_goose/England/131992/2022
EPI2537044,2023,Charadriiformes,A/black-headed_gull/Czech_Republic/5695-2/2023
EPI2067315,2022,Aves,A/turkey/Minnesota/22-009997-001/2022
EPI3316327,2023,Aves,A/Chicken/ON/FAV-0101-4/2023
EPI1963857,2021,Galliformes,A/chicken/England/057314/2021
EPI3605007,2024,Aves,A/mallard/New Hampshire/24-002162-001-original/2024
EPI2420119,2022,Aves,A/snow goose/South Dakota/22-038501-001/2022
EPI2475223,2023,Aves,A/European herring gull/Netherlands/8/2023
EPI3304352,2022,Aves,A/American_Crow/SK/FAV-0575-20/2022
EPI2670297,2023,Aves,A/Black-headed Gull/Netherlands/45/2023
EPI2198508,2022,Anseriformes,A/domestic_goose/England/125496/2022
EPI2537036,2023,Charadriiformes,A/black-headed_gull/Czech_Republic/5695-1/2023
EPI2067307,2022,Aves,A/turkey/Minnesota/22-009996-001/2022
EPI2154994,2022,Anseriformes,A/mallard/22P019377/France/2022
EPI2198500,2022,Anseriformes,A/domestic_goose/England/125128/2022
EPI2029096,2022,Aves,A/European Herring Gull/Netherlands/3/2022
EPI3316311,2023,Aves,A/Chicken/ON/FAV-0101-2/2023
EPI3616592,2024,Artiodactyla,A/dairy cow/USA/24_029893-003/2024
EPI2029091,2022,Aves,A/Common raven/Netherlands/2/2022
EPI2475215,2023,Aves,A/Black-headed gull/Netherlands/26/2023
EPI3304344,2022,Aves,A/American_Crow/SK/FAV-0575-19/2022
EPI3630865,2024,Galliformes,A/chicken/USA/24-031666-001/2024
EPI2505480,2022,Anseriformes,A/duck/Hulu Sungai Utara/A0522064-06/2022
EPI2537028,2023,Charadriiformes,A/black-headed_gull/Czech_Republic/5487-5/2023
EPI1929987,2021,Anseriformes,A/mute swan/Netherlands/21038142-004/2021
EPI2537020,2023,Charadriiformes,A/black-headed_gull/Czech_Republic/5487-4/2023
EPI3409295,2024,Artiodactyla,A/dairy cow/Idaho/24_015196-008/2024
EPI2029083,2022,Aves,A/Song Thrush/Netherlands/1/2022
EPI2300499,2022,Galliformes,A/chicken/Isle_of_Man/172945/2022
EPI2475207,2023,Aves,A/Black-headed gull/Netherlands/25/2023
EPI3304336,2022,Aves,A/American_Crow/SK/FAV-0575-18/2022
EPI3630857,2024,Artiodactyla,A/dairy cow/USA/24_030167-001/2024
EPI2505472,2022,Anseriformes,A/duck/Hulu Sungai Utara/A0522064-03-04/2022
EPI3158819,2024,Aves,A/blackbird/Texas/24-008354-001/2024
EPI2917492,2023,Aves,A/white-naped crane/Kagoshima/KU-13/2023 (H5N1)
EPI2537012,2023,Charadriiformes,A/black-headed_gull/Czech_Republic/5487-2/2023
EPI1945195,2021,Anseriformes,A/lesser white-fronted goose/Germany-MV/AI05973/2021
EPI3616576,2024,Artiodactyla,A/dairy cow/USA/24_029895-001/2024
EPI3409287,2024,Artiodactyla,A/dairy cow/Idaho/24_015196-009/2024
EPI2029075,2022,Aves,A/Common raven/Netherlands/1/2022
EPI1929971,2021,Anseriformes,A/greylag goose/Netherlands/21037809-001/2021
EPI2931762,2024,Galliformes,A/chicken/Czech_Republic/312-orig/2024
EPI3304328,2022,Aves,A/American_Crow/SK/FAV-0575-17/2022
EPI3409281,2024,Artiodactyla,A/dairy cow/Idaho/24_015196-010/2024
EPI2300485,2022,Galliformes,A/chicken/England/172713/2022
EPI2131400,2022,mammal,A/Vulpes vulpes/New_York/115912/2022
EPI3304320,2022,Aves,A/American_Crow/SK/FAV-0575-16/2022
EPI2182152,2021,Aves,A/wigeon/Sakhalin/37M/2021
EPI2505464,2022,Anseriformes,A/duck/Hulu Sungai Utara/A0522067-06-07/2022
EPI3630842,2024,Galliformes,A/chicken/USA/24-031666-003/2024
EPI1945187,2021,Galliformes,A/turkey/Germany-MV/AI06035/2021
EPI3158803,2024,mammal,A/skunk/New Mexico/24-006483-001/2024
EPI3616568,2024,Artiodactyla,A/dairy cow/USA/24_029898-001/2024
EPI2029067,2022,Aves,A/Caspian Gull/Netherlands/3/2022
EPI1929963,2021,Charadriiformes,A/black-headed gull/Netherlands/21037590-002/2021
EPI3409274,2024,Galliformes,A/chicken/Minnesota/24-014972-003/2024
EPI2712499,2022,Aves,A/Great Horned Owl/North Dakota/USDA-010233-001/2022
EPI2513064,2022,Aves,A/American Crow/PEI/FAV-0019-3/2022
EPI2712492,2022,Anseriformes,A/Gadwall/North Carolina/USDA-001672-002/2022
EPI1994989,2022,Aves,A/Mallard/Netherlands/1/2022
EPI1945179,2021,Accipitriformes,A/white-tailed eagle/Germany-MV/AI05975/2021
EPI2029059,2022,Aves,A/Black-headed gull/Netherlands/4/2022
EPI1945171,2021,Anseriformes,A/barnacle goose/Germany-SH/AI06005/2021
EPI2300469,2022,Galliformes,A/chicken/England/172702/2022
EPI2029051,2022,Aves,A/Black-headed gull/Netherlands/3/2022
EPI3409260,2024,Artiodactyla,A/dairy cow/Idaho/24_015196-012/2024
EPI2182135,2022,mammal,A/skunk/Washington/22-019274-001/2022
EPI2917462,2023,Aves,A/hooded crane/Kagoshima/KU-17/2023 (H5N1)
EPI2943702,2023,Aves,A/Common tern/South Africa/717897 CMT005/2023
EPI3411564,2024,Artiodactyla,A/dairy cow/Minnesota/24_016523-020/2024
EPI2363179,2022,Aves,A/jungle crow/Japan/0104B085/2022
EPI3361711,2023,Aves,A/northern pintail/Kagoshima/KU-1/2023 (H5N1)
EPI3315896,2023,Aves,A/Chicken/BC/FAV-0012-4/2023
EPI2898788,2023,Aves,A/goshawk/Gifu/1/2023
EPI3604579,2024,Artiodactyla,A/dairy cow/California/24_027459-002/2024
EPI2182127,2022,mammal,A/red fox/Michigan/22-018712-001/2022
EPI2300452,2022,Anseriformes,A/domestic_goose/Scotland/171709/2022
EPI2017071,2022,Galliformes,A/chicken/Maine/22-008540-001/2022
EPI2704863,2022,Anseriformes,A/Ross's Goose/North Dakota/USDA-010663-025/2022
EPI3054395,2024,Anseriformes,A/Mallard/Netherlands/24001874-001/2024
EPI2931722,2024,Galliformes,A/chicken/Czech_Republic/246-1/2024
EPI3315888,2023,Aves,A/Chicken/BC/FAV-0012-3/2023
EPI3323496,2022,Charadriiformes,A/thayers gull/Alaska/22-036618-001/2022
EPI3616531,2024,Artiodactyla,A/dairy cow/USA/24_029374-002/2024
EPI2182119,2022,mammal,A/raccoon/Washington/22-018406-002/2022
EPI2300444,2022,Galliformes,A/chicken/England/171595/2022
EPI2712467,2022,Aves,A/Great Horned Owl/New York/USDA-012662-001/2022
EPI3315880,2023,Aves,A/Chicken/BC/FAV-0011-2/2023
EPI3604562,2024,Artiodactyla,A/dairy cow/USA/24_028356-003/2024
EPI2712464,2022,Anseriformes,A/goose/Ohio/USDA-007948-001/2022
EPI2704854,2022,Galliformes,A/chicken/Delaware/USDA-006945-004/2022
EPI2182111,2022,mammal,A/red fox/North Dakota/22-017354-001/2022
EPI153823,2006,Galliformes,A/turkey/Nigeria/VRD262/2006
EPI366417,2010,Anseriformes,A/duck/Xibei/Q10/2010
EPI1945147,2021,Aves,A/Eurasian wigeon/Germany-SH/AI05951/2021
EPI3409237,2024,Artiodactyla,A/dairy cow/USA/24_015306-001/2024
EPI2931714,2023,Galliformes,A/chicken/Czech_Republic/11-3/2024
EPI354443,2009,Primates,A/Vietnam/26-1/2009
EPI2300436,2022,Aves,A/whooper_swan/England/171541/2022
EPI3315872,2023,Aves,A/Chicken/BC/FAV-0011-1/2023
EPI2017055,2022,Galliformes,A/turkey/South Dakota/22-008485-001/2022
